url,question,answer,manual quote 1,manual quote 2,manual quote 3
https://boardgamegeek.com/thread/2827443/if-someone-plays-the-teacher-and-offers-you-a-card,"As a concession, I didn’t take a point for her re-activating it but it seems to me that I should. I get a point any time someone else activated my Open locations right?","[My emphasis.]Page 8 of the rulebook says, ""You may place a worker on any Destination card in your city, or on a Destination card in another city that has an symbol, in which case the owner of the Destination gains 1 point token from the supply."" It is the placing of the worker on the card that gives you the point, not activating the card. So, you were correct in not taking a point when your Cartographer’s Caravan was activated using Cloak's Hideout but, according to this rule, that was not a concession.","""You may place a worker on any Destination card in your city, or on a Destination card in another city that has an symbol, in which case the owner of the Destination gains 1 point token from the supply.""",,
https://boardgamegeek.com/thread/3263715/green-acorn-archaeologist,May green acorn or archaeologist be used to play legendary card for less cost?,"Legendary cards are not considered part of your hand, so they cannot be played via the Archeologist. However, the Green Acorn does not require the card played to be from your hand, so it would be allowable on a legendary card.","""Archeologist: When played, place up to 3 Constructions beneath this card, either from your hand, the Meadow, or a combination of both. These cards do not count toward your hand limit. Later, when playing a card, you may choose to play 1 of these cards for 1 less of any resource. You may not combine this with any other card-playing ability. You may play one of these cards with a different card-playing ability instead if it applies.""",,
https://boardgamegeek.com/thread/2041442/bridge-of-the-sky-scoring,"When scoring Bridge of the Sky at end of game, does its value copy a Prosperity cards bonus points?","No, just the base point value.",,,
https://boardgamegeek.com/thread/2028752/first-game-play-and-a-few-questions,"We had a question about the Miner Mole, and I thought I found the answer in a previous post (where it stated that you copy the card as if it's in your opponent's city; so if you copied a General Store, you would get the extra berry based on if he has a Farm in his city, not if you have a Farm in yours), but I have a slight variation: If use my Miner Mole to copy his Farm and then activate my General Store, do I get the bonus berry (assuming I don't have any Farms in my city)?","So the Miner Mole basically becomes a Production card in an opponemt’s city for the moment that you activate him. So you could copy a Farm and get a berry, but he wouldn’t remain the Farm for your General Store.",,,
https://boardgamegeek.com/thread/2316017/action-must-be-full-resolved,If the action is take a resource and a card but I already have 8 cards in hand can I take it and partially resolve the action (taking only the resource)?,You can draw 1 card and if you want you can play it for -1,,,
https://boardgamegeek.com/thread/3242156/starlings-vs-cemetery-clarification,Doesn't the rulebook specifically say you can't place the Ranger in the second Dungeon cell?,"Page 18 in the rulebook does say ""You may not place the Ranger in the second cell of the dungeon.""","""You may not place the Ranger in the second cell of the dungeon.""",,
https://boardgamegeek.com/thread/3242156/starlings-vs-cemetery-clarification,"The special event Ministering to Miscreants has as requirements Monk and Dungeon. But what if i have the Monk in my dungeon. The Monk shouldn't ""count"" anymore, do i need another monk then? Pretty similar: Capture of the acorn thieves: it requires the Ranger, but am i allowed to put the ranger below the special event card?","If the Monk is in the Dungeon, it’s not part of your city anymore, so you can’t use it to claim any events. With regard to the Ranger and the Acorn Thieves, I’d say the answer is the same as putting him in the second Dungeon cell. It’s your call.",,,
https://boardgamegeek.com/thread/2620944/tie-breaker-question,"We've just finished a game in which two of the three players had same points, same events (two each), and also three tokens each! We decided that they shared victory, however do you have any extra tie breaker? E.g are some tokens more important than others, or special events more valuable than normal ones? Have you encountered same situation before? Thanks!!","Then James Wilson wins I would say the most special events. Fewer cards in your city (you would be more efficient). Then most workers on journey. Or just celebrate. We don't even bother with the tiebreaker. If we tie, great job to all.",,,
https://boardgamegeek.com/thread/2350554/last-turn,How many turns must I perform before the true end of the game?,As many turns as you can.,,,
https://boardgamegeek.com/thread/2961756/a-smattering-of-questions-after-a-refresher-game,"If you upgrade the Clock Tower to King North's Treasury, what happens to the coins on the clock tower? Do they transfer to the treasury or get discarded?","Guilded Book page 34 quote: ""Note: If a card is discarded that has a permanent worker, point tokens, or resources on it, those are lost with the card""And then in page 45 quote: "" If you have the card listed in the red banner in your city, discard that card to play the Legendary card for free."""," ""Note: If a card is discarded that has a permanent worker, point tokens, or resources on it, those are lost with the card""",,
https://boardgamegeek.com/thread/2868243/confused-about-a-few-gameplay-details,"For the event Pristine Chapel Ceiling, if I had 3 tokens on my Chapel, would I get 3 resources and 3 cards or 3 resources and 1 card?",3 of everything.,,,
https://boardgamegeek.com/thread/2961756/a-smattering-of-questions-after-a-refresher-game,"If I had multiple cards that triggered off the same event, would I sum the total and then add one, or add one to every instance?","There’s an order of operations and every effect happens according to it. Nothing is really simultaneous, so you wouldn’t combine multiple draws in the same turn as one draw. Therefore each draw effect would be +1, with the same hand limit rule applying.",,,
https://boardgamegeek.com/thread/2121176/question-about-dungeon-and-resources,"when the instruction booklet and card info mention that the dungeon cannot be combined with card playing abilities does this mean that you MUST play the dungeon normally using a ""play a card action"" and paying for the resourceS?","Card playing abilities are any abilities that reduce the cost or change resources for playing a critter or construction. For any card played a maximum of one card playing ability can be used (including the forest location that reduces the cost of playing a card). So if you use the dungeon and imprison a critter to reduce the resource cost to play the Ever Tree, you can not also use a crane, judge, etc. The dungeon must be played into your city before it's card playing ability can be used.",,,
https://boardgamegeek.com/thread/2031656/legendary-critters-and-the-ever-tree-and-playing-r,Rugwort cards can be played for free by covering ANY construction with a occupied token?,Rugwort the Robber - Any construction Rugwort the Ruler - Any Prosperity (flower) construction Rugwort the Rowdy - Any Production (leaf) construction,,,
https://boardgamegeek.com/thread/3114535/remembering-the-fallen-event,When is the condition checked or points awarded for Remembering the Fallen?,"You score points for the event at the end of the game, regardless of when you achieved it. If you have no Cemetery at the end of the game, because e.g. you used Ruins on it, then you won't score any points.",,,
https://boardgamegeek.com/thread/2997137/coins-and-resources,"So, can coins be used as any resource? (not pearls)",No they cannot (by default).,,,
https://boardgamegeek.com/thread/2909041/compass-and-silver-scale-springs,"Hi Guys, Using compass to reactivate Silver Scale Springs - do You replace the card on top of it for another one? Or do You activate the resources gain from the card that SSS is under?",Legendary cards cannot be copied nor reactivated by card effects.,,,
https://boardgamegeek.com/thread/1984471/dungeon-questions,"How does the dungeon work?  Do the critters in there give points for your city?  Can you use them for anything (there is another card that lets you discard a critter from your city, could you do that and put a new critter in the dungeon?)?  Do they count for event tiles?","The Critter in your Dungeon is no longer considered part of your city and is not worth any points. So, you get no benefit for any Critter placed in the Dungeon (other than the discount provided by the Dungeon, of course). Thematically, this makes sense. Someone who has been thrown in jail doesn't get to continue to practice their profession. Also, I think I remember a post from the designer that said the construction discount was kind of like the prisoner performing community service during their stay in jail.",,,
https://boardgamegeek.com/thread/2210191/another-storehouse-question,"When I play the Storehouse, I place resources on the card. Do I also get resources in my pool?","When you first build the card, and then whenever it gets activated (such as when you prepare for Spring and Autumn) you add resources to the card (and only to the card). At a later point you can place a meeple on your storehouse, on your turn, to take all the resources off the card and place them in your personal supply.",,,
https://boardgamegeek.com/thread/2686307/university-discarding-itself-from-the-game,Can the University discard itself?,"No, the University does not discard itself.",,,
https://boardgamegeek.com/thread/2707636/axolotls-player-power-question,"Assuming I play with Axolotls card, does my opponent also gain a token if they place their worker on a basic location with Axolotls token on it?",No this token can only be gained when the player with the axolotl power places a worker on that location.,,,
https://boardgamegeek.com/thread/2770806/monastery-clarification,"If I do not have 2+ resources available, may I still place a worker on an open location of my Monastery?",No.,,,
https://boardgamegeek.com/thread/2340489/the-everdell-games-event,"The Everdell Games event awards 9VP for having ""2 of each"" type of card in your City.I assume this means at least 2 and not exactly 2?",Yep.,,,
https://boardgamegeek.com/thread/2803265/grey-cloak-s-hideout-the-journey-and-the-rat-who-c,Resources are already scarce. It is punishment.,Nothing is taken away. They just have to choose which benefit they get to take advantage of.,,,
